source	time	person	location	organization	miscellaneous
thenews	2016-02-28T00:00:00	Sabbir|Shakib|Nurul hasan|Mohammad Mithun|DHAKA Sabbir Rahman|Mashrafe Mortaza|Mashrafe|Shakib Al Hasan|Mahmudullah|Mushfiqur Rahim|Dushmanta Chameera|Soumya Sarkar	Sri Lanka|Bangladesh	SundayAfter	balls|al|disastrous|dhaka|asia|bangla|bangladesh|bat|board|bowler
thenews	2016-02-28T00:00:00	AhmedSri Lanka Dinesh|Milinda Siriwardana Dasun Shanaka Angelo Mathews|Soumya Sarkar Mohammad Mithun Sabbir Rahman Mushfiqur Rahim Shakib Al Hasan Mahmudullah Nurul Hasan wk Mashrafe Mortaza|Mashrafe Mortaza|Lasith Malinga|AlAmin Hossain Mustafizur Rahman Taskin|Chamara Kapugedara Shehan Jayasuriya|Nuwan Kulasekara Rangana Herath Dushmantha|Chandimal Tillakaratne|Thisara PereraAngelo Mathews	the United Arab Emirates|Sri Lanka|Bangladesh	DHAKA Bangladesh|MalingaMirpur	alamin|arab|chameera|chamara|captain|bat|bangladesh|bangla|asia|angelo
thenews	2016-02-28T00:00:00	Nick Kyrgios|Novak Djokovic|Baghdatis|DUBAI Stan Wawrinka|Wawrinka|Marcos Baghdatis	Baghdatis|Chennai	Reuters|JanuaryBaghdatis|Wawrinkas|Wawrinka|SaturdayWawrinkas|the Aviation Club|timeWorld	early|djokovic|errorswawrinka|aplomb|chances|double|drifted|afforded|edged|earlier
thenews	2016-02-29T00:00:00	Shaquana Quintyne|Merissa Aguilleira|Dane van Niekerk|Sune Luus|van Niekerk|Kyshona Knight|Kapp Ayabonga Khaka|Trisha Chetty|Aguilleiras|Van Niekerk|Hayley Matthews	EAST|West Indies Women|Indies|LONDON|West Indies	Marizanne Kapp|their  oversMasabata|First Chetty|Mignon du Preez|ODIsSouth|South Africa Womens	adding|africa|hope|chase|aguilleira|aguilleiras|apiece|ayabonga|balls|bat
thenews	2016-02-29T00:00:00	nightChasing  |Umar Akmal|Saqlain Haider|Mohammad Nawaz|Mohammad Sami|Akmal|Irfan|Shoaib Malik|Javed|DHAKA Shoaib Malik|Wahab Riaz|Mohammad Hafeez|Sharjeel Khan  Khurram Manzoor|Mohammad Amir Mohammad Irfan|Usman|Usman Mushtaq|Amjad Javed|Sami|Shaiman Anwar|Amir|Muhammad Usman|mediumpacer Amjad Javed|Afridi	the United Arab Emirates UAE|leftarm|UAE|UAEPakistan|Pakistan		bowler|balls|batted|dhaka|damage|bangla|bowled|asia|chargeboth|collapse
thenews	2016-02-29T00:00:00	Amjad Javed|Mohammad|DHAKA The United Arab Emirates UAE|Irfan|Sami|Saqlain Haider|Shaiman Anwar|Amir|Mohammad Amir Mohammad Irfan|Usman|Mohammad Nawaz|Usman Mushtaq|Muhammad Usman|Javed|Afridi|Wahab Riaz	leftarm|UAE|Pakistan	Pakistan Super League|UAENawaz|MondayAfter	bowler|cup|asia|arab|batsman|courageous|bowled|eachboth|anwar|amjad
thenews	2016-02-29T00:00:00	Umna Saad Jaffer|Syed Imaad Ali BVS Parsi|Rahim Asif BVS Parsi|Mahrukh Zaim Arts amp|Raza Yasin BVS Parsi SchoolCategory|Dominique RodriguesCategory|Nadia Aslam SM|Danial Iqbal|M Fayzan Farooq Jaffar Public|Quetta Sabir Khwaja Aga Khan School|Muhammad Hussain|Monis Hussain Khan BVS Parsi|Basil Ali Khan Jaffar Public|Aleeza Ahmed St Judes|groupsSabir Khwaja|Imaad Amin Rajan|Ms Tooba Hussain|Tariq Pervez|Murtaza Darbar Habib|Maryam Pardesi St Michaels|Muhammad Hussain Paragon	Hyderabad|AugustPakistan|Peshawar|Quetta|Pakistan|France	the Horlicks th Inter School Scrabble Championship|Muhammad Usman Army Public SchoolCategory|KARACHI|PakistanPlayers	chosen|colleges|citythere|convent|award|danial|chaptercategory|bvs|amin|ali
thenews	2016-02-29T00:00:00	Mohammad Nawaz  Mohammad Sami Mohammad Amir Mohammad Irfan|Amjad Javed|Anwar Mohammad Usman Amjad Javed|Mohammad Nawaz|Usman|Rohan Mustafa Muhammad Kaleem Mohammad Shahzad Shaiman|Swapnil Patil|Saqlain Haider Fahad Tariq Mohammad Naveed Ahmed RazaPakistan Mohammad Hafeez Sharjeel Khan Khurram Manzoor Shoaib Malik Umar Akmal Shahid Afridi|Sarfraz Ahmed|Wahab Riaz	the United Arab Emirates|UAE|Pakistan	MondayPakistan	ahmed|arab|anwar|amjad|amir|akmal|afridi|achieve
thenews	2016-02-29T00:00:00	Azhar Mahmood|Waqar|Amirs|Azhar|Irfan|Waqar Younis|Amir|Mohammad Amir Mohammad Irfan|outstandingAzhar|Wahab|Mohammad Sami|Mushtaq Ahmed|Wahab Riaz|Amir Irfan	Waqar|Pakistan	ISLAMABAD	comes|footer|cup|added|got|fatigue|coach|domestic|assignmenti|happy
thenews	2016-02-29T00:00:00	Rashford|Gunners|Juan Mata|Sky SportsRashford|Anthony Martial|Midtjylland|Marcus Rashford	Midtjylland|United|Manchester City|Arsenal	ArsenalThe|the Premier League|Arsenal Mata|Uniteds|Champions League|the Europa League	hand|graduates|danish|europa|bonus|clubs|club|city|champions|carry
thenews	2016-03-01T00:00:00	Kulasekara|Milinda Siriwardana Dasun Shanaka Angelo Mathews|Kapugedera|Chamara Kapugedera Shehan|Ashwin JJ Bumrah|Tillakaratne Dilshan|Thisara Perera|Nuwan Kulasekara Rangana Herath Dushmantha|Hardik|Perera|DHAKA Sri Lanka|Dhawan V Kohli SK|Singh MS Dhoni|HH Pandya|Ashwin|Siriwardana  Dilshan|Jasprit Bumrah	the endEarlier India|India|Lanka|Sri Lanka|Chandimal	RG Sharma S|Mathews|NehraSri	dasun|cup|chandimal|chameera|chamara|captain|capt|bumrah|balls|asia
thenews	2016-03-01T00:00:00	Corey Anderson|Flamboyant Pakistani|Shahid Khan Afridi	Pakistan	Afridi|KARACHI|Khyber Agency|wordHe	debut|cricketer|faced|campaigns|agency|alignment|allrounder|ambassador|anderson|birthday
thenews	2016-03-01T00:00:00	Milinda Siriwardana Dasun Shanaka Angelo Mathews|Chamara Kapugedera Shehan|Ashwin JJ Bumrah|Tillakaratne Dilshan|Thisara Perera|Nuwan Kulasekara Rangana Herath Dushmantha|XISri Lanka|Dhawan V Kohli SK|Singh MS Dhoni|HH Pandya|TuesdayShikhar Dhawan	Indias|Bangladesh|Lanka|Sri Lanka|Chandimal	RG Sharma S|DHAKA India|NehraSri	bumrah|bangladesh|bangla|asia|ashwin|angelo|ajinkya
thenews	2016-03-01T00:00:00	TuesdayThese|David Beakley|James Pattinson	Christchurch|Australia|Australias|Melbourne|India|New Zealands|South Africa|New Zealand	MELBOURNE Australia|Cricket Australia|the sevenwicket victoryJames	aggressionthe|followup|allow|including|australia|competition|cricket|david|bone|bowler
thenews	2016-03-01T00:00:00	SIMLA|Shiv Sena|Narendra Modis|Shanta Kumar|Vidharba Singh|Rakesh Pathania|Modi|Anurag Thakur	Pathankot|India|the Himachal Pradesh Cricket Association HPCA|Dharamsala|Pradesh|Pakistan	DharamsalaLeaders|Board of Control for Cricket|BCCI|the Himachal Pradesh Congress Committee|BJP|Congress|the Board of Control for Cricket|IndiaPakistan|IndiaPakistan T World Cup|Bharatiya Janata Party	citythe|anurag|dharamsala|case|committee|allowed|cityhimachal|base|bharatiya|bcci
thenews	2016-03-01T00:00:00	Serena Williams|Sharapova|Thornton Bregazzi|Williams|Maria Sharapova|Galia Lahav	LOS ANGELES	Vanity Fair Oscar Party|haircutThe Oscars|Los AngelesOn	dresses|dress|angeles|angeleson|biggest|break|bregazzi|changed|court|dramatic
thenews	2016-03-01T00:00:00	Leigh Kasperek|oversMorna Neilsen|Meg Lanning|Amy Satterthwaite|Alyssa Healy|TuesdayCaptain Suzie Bates|Rachel Priest	Australia|Australias|Zealand|WELLINGTON|New Zealands|New Zealand	the Basin Reserve|New Plymouths|Basin Reserve|ODI	couple|breakthroughs|courtesy|basin|friday|alyssa|amy|australia|australias|balls
thenews	2016-03-01T00:00:00	Kasun Rajitha Dasun Shanaka|Dushmantha Chameera|Milinda Siriwardena|Mohammad Irfan|Kulasekara Thisara Perera|Dinesh Chandimal|overwhelmedThere|Ashwin Jasprit|Bumrah Shikhar|Dhawan Harbhajan|Rohit|Tillakaratne Dilshan|Hardik|Mohammad Amir|Pawan Negi|Jeffrey Vandersay PPI|Dushmantha Chameera Dinesh|Lasith Malingas|Shikhar Dhawan|Rohits|Dasun Shanaka|Rohit Sharma|Suresh Raina|Niroshan Dickwella|Amir|Singh Ravindra Jadeja Virat Kohli|Angelo Mathews|Ashish Nehra Hardik|Yuvraj Singh|Rangana Herath Shehan Jayasuriya	Malinga|Australia|Bangladesh|India|UAE|Pune|Lanka|Sri Lanka|Mirpur|Pakistan	farTeams|Dhoni|Malingas|runIndia	dickwella|dhawan|early|danger|ashwin|chamara|contrasting|bounced|bowling|bit
thenews	2016-03-02T00:00:00	Virbhadra Singh|Ehsan Mani|Mani	Himachal Pradesh|Australias|Himachal Pardesh|Bangladesh|India|Dharamsala|Pakistan	Pakistan Cricket Board|PakistanIndia|International Cricket Council|IndoPakistan|ISLAMABAD|PCB	attempt|crystal|expressed|boycott|advise|council|australias|government|board|believes
thenews	2016-03-02T00:00:00	Mohammad Amer|Shoaib|Mashrafe Mortaza|Arafat Sunny|Bangladesh AlAmin Hossain|Shoaib Malik|Shakib Al Hasan  Mushfiqur Rahim  Tamim Iqbal|Sarfraz|Sabbir Rehman|Taskin Ahmed|Sarfraz Ahmed|Mahmudullah|DHAKA Pakistan|Mohammad Irfan Shahid Afridi|Sarmar|Mortaza	Bangladesh|Pakistan	Dhaka in      |T Internationals	bravely|balls|afridi|ahmed|batsmen|alamin|arafat|al|amer|ball
thenews	2016-03-02T00:00:00	Shoaib|Arafat Sunny|Shoaib Malik|Sarfraz|Anwar|Mustafizur Rahman|Mohammad Nawaz|Anwar Ali|Iqbal|Nurul Hasan|Mushfiqur Rahim|Shahid Afridi|WednesdayAfter|Afridi|AlAmin Hossain|DHAKA Sarfraz Ahmed	Bangladesh|leftarm|UAE|Bangkok|Pakistan	gamePakistan|T Internationals	ali|bringing|boundaries|boundarylinemeanwhile|captain|ball|departed|alamin|anwar|arafat
thenews	2016-03-02T00:00:00	AlAmin Hossain Arafat|Tamim Iqbal|Sarkar Sabbir Rahman Mushfiqur Rahim|Arafat Sunny|AhmedPakistan Sharjeel|Shahid Khan Afridi|Mohammad Nawaz|Iqbal|Nurul Hasan|Anwar Ali|Khan Mohammad Hafeez Khurram Manzoor Umar Akmal Shoaib Malik Shahid Afridi|Mushfiqur Rahim|Sarfraz Ahmed|Shakib Al Hasan Mahmudullah Mohammad Mithun Mashrafe|Mustafizur Rahman|Anwar Ali Mohammad Sami Mohammad Amir Mohammad Irfan	leftarm|Bangladesh|Pakistan|Bangkok	gamePakistan|DHAKA Pakistan	alamin|bat|bangladesh|bangla|bangkok|asia|arafat|anwar|amir|ali
thenews	2016-03-02T00:00:00	Sepp Blatter|FIFAs|WednesdayIn|Michel Platini		Swissbased|ZURICH|FIFA|CAS|UEFA|the Court of Arbitration for Sport CAS|the FIFA Appeal Committee|the Adjudicatory Chamber of the FIFA Ethics Committee	banned|chamber|cas|activity|committee|blatter|ban|arbitration|appeals|appealing
thenews	2016-03-02T00:00:00	Anwar Ali Iftikhar Ahmed Imad Wasim Khurram Manzoor Mohammad Amir Mohammed Hafeez Mohammad Irfan Mohammad Nawaz Mohammad Sami|Mashrafe Mortaza|AhmedPakistan Sahid Afridi|Kayes Mahmudullah Mohammad Mithun Mushfiqur Rahim Nasir Hossain Nurul Hasan Sabbir Rahman Shakib Al Hasan Soumya Sarkar Tamim Iqbal|Mustafizur Rehman|Mohammad Amir|Abu Hider|AlAmin Hossain Arafat Sunny|Sri Lanka Rehman|Sarfaraz Ahmed Sharjeel Khan Shoaib Malik Umar Akmal Wahab Riaz	Bangladesh|India|UAE|playedPakistan|Pakistan	IndiaIf Bangladesh|DHAKA Pakistan	anwar|abu|amir|afridi|ahmed|ahmedpakistan|akmal|al|alamin|ali
thenews	2016-03-02T00:00:00	Kulasekara|Lasith Malinga|Perera Herath|Jasprit Bumrah|endIndia|Hardik|nightKohli|Perera|Mathews|Yuraj Singh|Ashwin|Siriwardana  Dilshan|Bumrah|Sri LankaEarlier|Suresh Raina|Dhawan	Sri Lanka|Indias|India	Shanaka|oversKapugedera|DHAKA Virat Kohlis halfcentury|spareKulasekara|Mathews	fours|bowl|dilshan|ended|bumrah|experienced|captaining|ashwin|asia|away
thenews	2016-03-03T00:00:00	Virat Kohli|Amjad Javed|Martin Crowe|Mohammad Shahzad|Shikhar Dhawan|Bhuvneshwar Kumar|knockSharma|Shaiman Anwar|Anwar|Swapnil Patil|Hardik Pandya|Jeff Crowe|Rohan Mustafa|Pawan Negi Harbhajan Singh|Rohit Sharma|Yuvraj Singh|Jasprit Bumrah	ThursdayThe|the United Arab Emirates UAE|Bangladesh|India|UAE|New Zealand	SundayOpener|Qadeer AhmedOutofform|DHAKA India|oversIndia|Crowes	ahead|claimed|captain|crowe|breakthrough|ahmedoutofform|batsman|amjad|bumrah|backed
thenews	2016-03-03T00:00:00	Ravindra Jadeja|Rohit Sharma Shikhar|Pandya MS Dhoni|Anwar Mohammad Usman Amjad Javed c Qadeer Ahmed Swapnil Patil Mohammad Naveed Ahmed Raza Fahad Tariq|Bhuvneshwar Kumar|DHAKA United Arab Emirate UAE|Rohan Mustafa Muhammad Kaleem Mohammad Shahzad Shaiman|Harbhajan Singh|Pawan Negi|Dhawan Virat Kohli|Yuvraj Singh Hardik|Ashwin|Ashish Nehra|Negi Harbhajan|Singh Jasprit	Bhuvneshwar|Bumrah|India	Leftarm	ashish|arab|anwar|amjad|ahmed
thenews	2016-03-03T00:00:00	Anil Kumble|Martin Crowe|Crowe|Stephen Fleming	TwitterCricket|WELLINGTON|New Zealands|Wellington|New Zealand Cricket|New Zealand	Crowes|Crowe|oneday internationalsCrowe	doublehit|flowing|felt|battle|developed|circles|captain|confirming|class|follicular
thenews	2016-03-04T00:00:00	Dilshan|Umar Akmal|Chandimal|Tillakaratne Dilshan|outUmar Akmal|Shoaib Malik|Mohammad Irfan|Sarfraz Ahmed  off  balls|DHAKA Pakistan|Dinesh ChandimalThey|Wahab Riaz|Mohammad Hafeez|Shrajeel Khan	spareTheir|the Twent|Pakistan|Sri Lanka|Chandimal		cup|brilliant|form|fours|bat|defeated|careerbest|akmal|asia|balls
thenews	2016-03-04T00:00:00	Dilshan|Iftikhar Ahmed|Niroshan Dickwella|Tillakaratne Dilshan|Shoaib Malik|Mohammad Nawaz|Anwar AliSri Lanka|Mohammad Irfan|Angelo Mathews|Dinesh Chandimal|Khurram Manzoor Mohammad Sami|Wahab Riaz|Chandimal	leftarm|Sri Lanka|Pakistan	DHAKA Openers|Mathews	dilshan|bat|eachpakistan|calf|angelo|batted|bringing|claimed|boundaries|alisri
thenews	2016-03-04T00:00:00	Iftikhar Ahmed Wahab Riaz Mohammad Nawaz Mohammad Amir Mohammad|Iftikhar Ahmed|Chandimal Tillakaratne Dilshan Shehan Jayasuriya|Mohammad Hafeez Sharjeel Khan Sarfraz Ahmed Umar Akmal Shoaib Malik Shahid Afridi|Chamara Kapugedara Niroshan Dickwella Milinda Siriwardana|Mohammad Nawaz|Shahid Khan Afridi|Anwar AliSri Lanka|Thisara Perera|Angelo Mathews|Nuwan Kulasekara Rangana|Dinesh Chandimal|Dasun Shanaka|Khurram Manzoor Mohammad Sami|Herath Dushmantha Chameera|Wahab Riaz	leftarm|Sri Lanka|Niroshan|Lanka	FridayPakistan|Mathews|Twent International of|DHAKA Pakistan	alisri|calf|bringing|bangla|asia|anwar|angelo|amir|akmal|ahmed
thenews	2016-03-04T00:00:00	Mohammad Nawaz Sharif|Chaudhry Nisar Ali Khan|Nawaz Sharif	India|Pakistan	the Pakistan High Commission|ISLAMABAD Federal|the Pakistan Cricket Board	cup|arrangements|foolproof|decision|federal|cricket|briefed|high|forthcoming|directives
thenews	2016-03-04T00:00:00	Shaharyar Khan|Shakeel Shaikh|Younis Khan Subhan Ahmed Iqbal Qasim	Bangladesh|India|Pakistan	DhakaThe|LAHORE Pakistan Cricket Board	cricket|committee|board|bangladesh|cup|criticism|comprised|completion|chairman|causes
thenews	2016-03-04T00:00:00	Younus Khan|Shaharyar|Shahid Afridis|Mohammad Sami|Sharjeel Khan|Rumman Raees|Shaharyar Khan|Babar Azam	Bangladesh|India|Pakistan	United Arab Emirates|LAHORE Pakistan Cricket Board|LahoreThe|wiselyThe PCB|tournamentShaharyar|PCB	azam|downthey|electoral|chairman|admitted|bundled|changesafridi|arab|bangladesh|babar
thenews	2016-03-04T00:00:00	Himachal|Virbhadra SinghThe|Vidharba Singh|cityIn|governmentShaharyar Khan|Rajiv Shukla	Himachal|India|the Himachal Pradesh Cricket Association HPCA|NEW DELHI|Dharamsala|Pradesh|PakIndia|Pakistan	the Board of Cricket Control|Pakistan Cricket Board|BCCI|DharamshalaHe|Congress|IndiaPakistan T World Cup|PCB	asked|chief|assured|congress|control|board|added|allowed|association|bcci
thenews	2016-03-04T00:00:00	Arda Turan|Rakitic|Suarez|Luis Suarezs|Llorente|Neymar|Andres Iniesta|Cristiano Ronaldo|Messi|websiteRakitic|Diego Llorente|crossMessi|Juan Carlos Barcelonas|RakiticMessi|Manuel Iturra|Sergio Busquets|Juan Carlos|Manuchos|goalmachine Lionel Messi	Levante|Turkeys	Atletico|Real Sociedad|WednesdayBarca|Atletico MadridBarcas|Real Madrid|MADRID Barcelona|midfieldRayo|thirdplaced Real Madrid|Rayo|nineman Rayo Vallecano|United	fact|consolation|explain|caught|going|crossmessi|card|dynamic|eightpoint|bringing
thenews	2016-03-05T00:00:00	Sehwag|Vikram Sathye|Shoaib Akhtar|Rana Navidul HassanWhen|Rawalpindi Express|Rana Navidul Hassan	India	Sehwag	channels|hoping|batsman|india|cricket|asked|bowler|business|comedian|cricketers
thenews	2016-03-05T00:00:00	Rajnath Singh|Narendra Modi|Virbhadra Singh	protestShandilya|India|NEW DELHI|Shandilya|Dharamshala|Pakistan	PK DhumalWe|AntiTerrorist Front of India|Home	days|allowed|dig|dhumalwe|delhi|hindu|hardline|group|dharamshala|home
thenews	2016-03-05T00:00:00	Shahid Afridi|Waqar Younis|Waseem Akram|Akram	Pradesh|Dharamsala|Pakistan|Dhaka	IndiaPakistan T World Cup|KARACHI|BCCI	day|cricket|dharamsala|green|chief|afridi|agreed|akram|asia|asked
thenews	2016-03-05T00:00:00	Infantino|Bin Hammam|Gianni Infantino|Mohammed Bin HammamQatari|issuesInfantino|Franz Beckenbauer	Germany|Russia|Qatar	FIFA|FridayInfantino|yearsAt|LONDON FIFA|the Asian Football Confederation	deliver|briberythe|beckenbauer|bidding|activity|elected|delayed|evidence|bin|awarding
thenews	2016-03-05T00:00:00		rankingsPakistan|India|Afghanistan|South Africa|England|West Indies|Pakistan	ISLAMABAD|International Cricket Council	dismal|cricket|asia|defeated|cup|council|africa|afghanistan
thenews	2016-03-06T00:00:00	Virat Kohli|Sabbir|Dhoni|Mashrafe Mortaza|Tamim Iqbal  Soumya Sarkar  Shakib Al Hasan  Mushfiqur Rahim  |Shikhar Dhawan|Kohli|Sabbir Rehman|Mahmudullah|Rohit Sharma|Mahinder Singh Dhoni|Dhawan departedHe|IndiaSabbir Rehman	Bangladesh|India	DHAKA India|oversMahmudullah	cup|champions|bangladesh|batsmen|dhaka|bangla|dhawan|dhoni|al|asia
thenews	2016-03-06T00:00:00	Sabbir|Ravindra Jadeja|Mohammad Mithun|Mashrafe Mortaza|Tamim Iqbal  Soumya Sarkar  Shakib Al Hasan  Mushfiqur Rahim  |Bhuvneshwar Kumar|Arafat Sunny|Mahindra Singh Dhoni|Ashwin Ashish Nehra|Rehman|Abu Hider|Mahmudullah|Singh Pawan Negi|Nasir Hossain	leftarm|Bangladesh|India	DHAKA Bangladesh|oversMahmudullah	batted|brought|batsmen|arafat|cup|asia|aggression|al|allrounder|ashish
thenews	2016-03-06T00:00:00	Virat Kohli|Mohammad MithunThe|Shakib Al Hasan Mahmudullah Nasir Hossain Mashrafe Mortaza|AlAmin Hossain Abu Hider|Ashwin Ashish Nehra|Abu Hider|Sarkar Sabbir Rahman Mushfiqur Rahim|Singh Pawan Negi|Nasir Hossain|Tamim Iqbal|Arafat Sunny|Rohit Sharma|Ravindra Jadeja|Kal Boishakhi|Bhuvneshwar Kumar|Hardik Pandya Ravindra Jadeja|Mahindra Singh Dhoni|Singh MS Dhoni|Bumrah  	leftarm|Bangladesh|India	DHAKA Indias|quicklyClouds	arafat|drainage|cup|braved|batting|bhuvneshwar|ahmedindia|al|alamin|allrounder
thenews	2016-03-06T00:00:00		Bangladesh|India|Mirpur	the windHowever ground|tournamentThe	covers|event|asia|bangladeshs|cup|appearance|events|dhaka|delayed|final
thenews	2016-03-06T00:00:00		Bangladesh|India|Mirpur	DHAKA A	asia|big|floodlights|final|india|damage|away|bangla|bangladesh|blown
thenews	2016-03-06T00:00:00	Mohammad Amir|Ronnie Flanagan|Amir|Flanagan	IndiaIt|Nagpur|India|Eden Gardens|leftarm|Kolkata|England|Pakistan	ICC|MUMBAI International Cricket Council	effect|ban|experience|amir|corruption|fault|addedthe|anti|early|april
thenews	2016-03-06T00:00:00	Chaudhry Nisar Ali KhanVirender|Nawaz Sharif|Usman Anwar	Dharamshala|India|Pakistan|Dharmasala	ISLAMABAD A team|Interior|the Federal Investigation Agency|AntiTerrorist Front of India|FIA	dharmasala|ahead|arch|director|departuregovernment|experts|arrangements|ali|allowed|antiterrorist
thenews	2016-03-06T00:00:00	SundayHe|Shahid Khan Afridi|Nawaz Sharif	Bangladesh|Pakistan	KARACHI|existenceI	dismal|criticism|chose|captain|existencei|evaluate|asia|cup|allrounder|bangladesh
thenews	2016-03-07T00:00:00	PTF|Arif  Qureshi|Hong Kongs|Said Muhammad|Shehzad Akhter Alvi|Huzaifa Abdul Rehman|Angela Wingshan Sou|Zoha Asim|Syed Dilawar Abbas|categoriesBecause|Hamza bin Rehan|Muhammad Khalid Rehmani|arrivedRehmani|Rida Khan|Malaysias Wee Yi Shen	Pakistan	ISLAMABAD International|Davis Cup|Sri Lankas Yanishkhe Cooray|International|Sri Lanka Senviratne Anika|Islamabad Tennis AssociationITF|Pakistan Tennis Federation|APPThe ATF|Asian Tennis Federation	boys|arrived|clay|complexa|abdul|arif|capital|angela|alvi|arrive
thenews	2016-03-07T00:00:00	Richardson|Ronnie Flanagan|Irfan Ahmed|Dave Richardson	Mumbai|Hong Kong|South Africa|Lanka|Afghanistan|England|Kong|Zimbabwe	Super  Group|firstround Group B|ICC|Richardson saidWe|ScotlandThe|DELHI Crickets|West IndiesThe ICC	group|got|executive|africa|bodys|case|chief|governing|country|flanagan
thenews	2016-03-07T00:00:00	Talah Ejaz|Azhar Mahmood|Malang Ali|Khalid LatifThe|Shaharyar M Khan|Shahid Aslam|Waqar Younis|Shoaib Malik|Intikhab Alam|Sohail Saleem|Grant Trafford Luden|Immad Wasim Anwar Ali Mohammad Irfan Mohammad Amir Wahab Riaz Mohammad Sami|Grant William Flower|Azam Khan|Agha Akbar|Ahmed Shehzad|Shahid Afridi Captain|Mohammad Hafeez Umer Akmal Ahmed Shehzad Sharjeel Khan Mohammad Nawaz|Sarfraz Ahmed|Haroon Rashid	India|Pakistan	Pakistan Cricket Board|IndiaThe|National Selection Committee|ISLAMABAD Experienced|PCB	chairman|afridi|according|akbar|ahmed|bid|asia|agha|akmal|alam
thenews	2016-03-07T00:00:00		Hong Kong|India|Nagpur|Scotland|Pakistan|Afghanistan|Dharamshala|Zimbabwe	ISLAMABAD|themThe|Google	dedicated|cheering|crowd|end|audience|backgrounda|consisting|amazing|april|banner
thenews	2016-03-07T00:00:00	Shahid Khan Afridi|Nawaz Sharifs	Karachi	Pakistan Cricket Board|PCB	grass|comes|arrival|developments|cricket|captain|conferencebut|afridi|annoyance|asia
thenews	2016-03-07T00:00:00	investigationCertain|Ronnie Flanagan|Flanagan	Mumbai	MUMBAI The International Cricket Councils|ICC	case|forthcoming|future|betting|alleged|events|difficult|believe|going|anticorruption
thenews	2016-03-07T00:00:00	Azam  |Chaudhry Nisar Ali KhanTwo|Nawaz Sharif|Usman Anwar	India|Wagah|Pakistan|Dharmasala	Pakistan Cricket Board|PCB|ISLAMABAD A team|Interior|the Federal Investigation Agency|IndiaThe|Ubaid Nizamani|FIA	border|delegation|ahead|azam|examine|chief|ali|anwar|arch|arrangements
thenews	2016-03-07T00:00:00	Serena Williams|Sharapova|Maria Sharapova	LOS ANGELES|Los Angeles|California	Indian Wells|BrisbaneSharapova|Reuters|Sharapova|the WTA TourShe|injuryThe fivetimes grand|newsMondays|SundaySharapovas|IMG	come|brisbanesharapova|collection|court|business|claimed|champion|career|california|indian
thenews	2016-03-07T00:00:00	Khan|Imran Khan Pakistani cricket|Virbhadra Singh|Anurag Thakur|ThakurBy	Himachal Pradesh|India|Dharamsala|Pakistan|Pradesh|the Himachal Pradesh Cricket Association	PunjabWe|ICC World|anonymityIt	citing|allotment|chief|decided|india|hateful|hate|claiming|hosting|dharamsala
thenews	2016-03-08T00:00:00	Maria Sharapovas|Jennifer CapriatiFORMER|Maria|Shazza|JAMES BLAKE|CAPRIATI	Meldonium	drs|beyondWhile|WADA|OLYMPIC|CHAMPION|EBDEN|MariaSharapova	checked|drs|feel|charitable|exactly|angry|big|capriatiformer|depends|admit
thenews	2016-03-08T00:00:00	Noor Ali|Mohammad Shahzad|Noor Ali Zadran	UAE|Nagpur|Scotland|Afghanistan	spinheavy	batting|bury|aggressive|like|attack|captains|decision|bowlers|loose|cup
thenews	2016-03-08T00:00:00	Shaharyar Khan|Lahore Usman Anwar Col retd Azam|Virbhadra Sindh	Himachal Pradesh|India|Dharamsala|Dharamsaala|Pakistan	Pakistan Cricket Board|APP|TuesdayThe threemember|LAHORE|IndiaHe|the Pakistan Government|World T CupThe|Government|Ubaid Nizamani|PCB	fia|conducive|compromise|cupthe|asked|added|cricket|ensure|clear|expressed
thenews	2016-03-08T00:00:00	Asghar Stanikzai|Alasdair Evans|Safyaan Sharif|Mohammad Shahzad	Hong Kong|Zimbabwe|Scotland|Afghanistan	Group|NagpurThe|ScotlandShahzad|Group B	contribution|finished|century|alasdair|asghar|balls|batsman|better|bowling|captain
thenews	2016-03-08T00:00:00	Mark Watt Mommsen|Alasdair Evans|Mark Watt|Matthew Cross|Mohammad Shahzad|Samiullah Shenwari|Asghar Stanikzai|legspinner Rashid Khan|Mohammad Nabi|George Munsey Josh Davey|Shapoor ZadranScotlands|Josh Davey Alasdair Evans|Noor Ali Zadran Asghar Stanikzai|Mohammad Nabi Samiullah Shenwari|Preston Mommsen|Rashid Khan Shafiqullah Amir HamzaScotland|Hamid Hassan|Gulbadin Naib Dawlat|Safyaan Sharif|Najibullah Zadran|Kyle Coetzer|Amir Hamza|Matt Machan Richie	Berrington|Nagpur Stanikzai|Scotland|Afghanistan	MacLeod|spinheavy|leftarm|Dawlat|NAGPUR|leftarm spinner	asghar|batting|coetzer|chose|captain|calum|bothered|berrington|bat|attributed
thenews	2016-03-08T00:00:00	Malcolm Waller|Masakadza|Jamie Atkinson|Sikander Raza|Hamilton Masakadza|Later Elton Chigubmra|Atkinson|Nadeem Ahmed|Tanwir Afzal|Vusi Sibanda|Aizaz Khan	Hong Kong|leftarm|Zimbabwe	Waller|Tanwir|Chatara|NAGPUR|Tendai Chatara	declared|collapse|balls|ballsboth|boundaries|bowled|captured|captain|bold|bat
